Inspection ID;Inspection Group;Inspection Name;Inspection Language;Inspection Type;Absolute Time spent on Inspection, s;Percent of Time spent on Inspection;Problems Count;Times Inspection was Performed
SortedCollectionWithNonComparableKeys;Java/Probable bugs;Sorted collection with non-comparable elements;JAVA;LOCAL;0.00;0.00%;0;53
CommentedOutCode;Java/Code maturity;Commented out code;JAVA;LOCAL;0.00;0.00%;0;53
OverlyComplexAnonymousInnerClass;Java/Class metrics;Overly complex anonymous class;JAVA;LOCAL;0.00;0.00%;0;53
EqualsBetweenInconvertibleTypes;Java/Probable bugs;'equals()' between objects of inconvertible types;JAVA;LOCAL;0.00;0.00%;0;53
SynchronizationOnGetClass;Java/Threading issues;Synchronization on 'getClass()';JAVA;LOCAL;0.00;0.00%;0;53
ExcessiveLambdaUsage;Java/Verbose or redundant code constructs;Excessive lambda usage;JAVA;LOCAL;0.00;0.00%;0;53
PointlessBitwiseExpression;Java/Bitwise operation issues;Pointless bitwise expression;JAVA;LOCAL;0.00;0.00%;0;53
MathRandomCastToInt;Java/Probable bugs;'Math.random()' cast to 'int';JAVA;LOCAL;0.00;0.00%;0;53
DuplicateThrows;Java/Declaration redundancy;Duplicate throws;JAVA;LOCAL;0.00;0.00%;0;53
ReplaceInefficientStreamCount;Java/Performance;Inefficient Stream API call chains ending with count();JAVA;LOCAL;0.00;0.00%;0;53
ManualArrayToCollectionCopy;Java/Performance;Manual array to collection copy;JAVA;LOCAL;0.00;0.00%;0;53
JavaReflectionMemberAccess;Java/Reflective access;Reflective access to non-existent or not visible class member;JAVA;LOCAL;0.00;0.00%;0;53
SingleClassImport;Java/Imports;Single class import;JAVA;LOCAL;0.00;0.00%;141;53
ProtectedMemberInFinalClass;Java/Declaration redundancy;'protected' member in 'final' class;JAVA;LOCAL;0.00;0.00%;0;53
UnusedLabel;Java/Declaration redundancy;Unused label;JAVA;LOCAL;0.00;0.00%;0;53
CloneableClassWithoutClone;Java/Cloning issues;Cloneable class without 'clone()' method;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryInitCause;Java/Error handling;Unnecessary call to 'Throwable.initCause()';JAVA;LOCAL;0.00;0.00%;0;53
ComparisonOfShortAndChar;Java/Numeric issues;Comparison of 'short' and 'char' values;JAVA;LOCAL;0.00;0.00%;0;53
ConstantForZeroLengthArrayAllocation;Java/Memory;Unnecessary zero length array usage;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryBreak;Java/Verbose or redundant code constructs;Unnecessary 'break' statement;JAVA;LOCAL;0.00;0.00%;0;53
InstantiationOfUtilityClass;Java/Probable bugs;Instantiation of utility class;JAVA;LOCAL;0.00;0.00%;0;53
UnpredictableBigDecimalConstructorCall;Java/Numeric issues;Unpredictable 'BigDecimal' constructor call;JAVA;LOCAL;0.00;0.00%;0;53
TypeParameterExplicitlyExtendsObject;Java/Code style issues;Type parameter explicitly extends 'Object';JAVA;LOCAL;0.00;0.00%;0;53
IntegerDivisionInFloatingPointContext;Java/Numeric issues;Integer division in floating-point context;JAVA;LOCAL;0.00;0.00%;0;53
RedundantSlf4jDefinition;Java/Lombok/Redundant definitions;@Slf4j;JAVA;LOCAL;0.00;0.00%;0;53
ClassGetClass;Java/Probable bugs;Suspicious 'Class.getClass()' call;JAVA;LOCAL;0.00;0.00%;0;53
ExternalizableWithoutPublicNoArgConstructor;Java/Serialization issues;'Externalizable' class without 'public' no-arg constructor;JAVA;LOCAL;0.00;0.00%;0;53
RedundantClassCall;Java/Verbose or redundant code constructs;Redundant 'isInstance()' or 'cast()' call;JAVA;LOCAL;0.00;0.00%;0;53
ManualArrayCopy;Java/Performance;Manual array copy;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousListRemoveInLoop;Java/Probable bugs;Suspicious 'List.remove()' in loop;JAVA;LOCAL;0.00;0.00%;0;53
WhileLoopSpinsOnField;Java/Threading issues;'while' loop spins on field;JAVA;LOCAL;0.00;0.00%;0;53
DefaultAnnotationParam;Java/Declaration redundancy;Default annotation parameter value;JAVA;LOCAL;0.00;0.00%;0;53
finally;Java/Error handling;'finally' block which can not complete normally;JAVA;LOCAL;0.00;0.00%;0;53
CallToSystemRunFinalizersOnExit;Java/Threading issues;Call to 'System.runFinalizersOnExit()';JAVA;LOCAL;0.00;0.00%;0;53
FinalizeCalledExplicitly;Java/Finalization;'finalize()' called explicitly;JAVA;LOCAL;0.00;0.00%;0;53
SpringQualifierCopyableLombok;Java/Lombok;@Qualifier not copyable by Lombok;JAVA;LOCAL;0.00;0.00%;0;53
ClassExplicitlyExtendsObject;Java/Code style issues;Class explicitly extends 'Object';JAVA;LOCAL;0.00;0.00%;0;53
ConstantConditionalExpression;Java/Control flow issues;Constant conditional expression;JAVA;LOCAL;0.00;0.00%;0;53
SpringBootApplicationProperties;Spring/Spring Boot;Invalid properties configuration;Properties;LOCAL;0.00;0.00%;0;6
CatchMayIgnoreException;Java/Error handling;Catch block may ignore exception;JAVA;LOCAL;0.00;0.00%;0;53
ComparisonToNaN;Java/Numeric issues;Comparison to 'Double.NaN' or 'Float.NaN';JAVA;LOCAL;0.00;0.00%;0;53
SerialVersionUIDWithWrongSignature;Java/Serialization issues;'serialVersionUID' field not declared 'private static final long';JAVA;LOCAL;0.00;0.00%;0;53
RegExpSingleCharAlternation;RegExp;Single character alternation;RegExp;LOCAL;0.00;0.00%;0;6
ConcatenationWithEmptyString;Java/Verbose or redundant code constructs;Concatenation with empty string;JAVA;LOCAL;0.00;0.00%;0;53
PatternVariableHidesField;Java/Visibility;Pattern variable hides field;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryContinue;Java/Verbose or redundant code constructs;Unnecessary 'continue' statement;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryModifier;Java/Code style issues;Unnecessary modifier;JAVA;LOCAL;0.00;0.00%;0;53
SpringBootApplicationYaml;Spring/Spring Boot;Invalid YAML configuration;yaml;LOCAL;0.00;0.00%;0;31
SimplifiableBooleanExpression;Java/Control flow issues;Simplifiable boolean expression;JAVA;LOCAL;0.00;0.00%;0;53
IncompatibleBitwiseMaskOperation;Java/Bitwise operation issues;Incompatible bitwise mask operation;JAVA;LOCAL;0.00;0.00%;0;53
CallToPrintStackTrace;Java/Code maturity;Call to 'printStackTrace()';JAVA;LOCAL;0.00;0.00%;1;53
StringConcatenationArgumentToLogCall;Java/Logging;Non-constant string concatenation as argument to logging call;JAVA;LOCAL;0.00;0.00%;0;53
UnaryPlus;Java/Numeric issues;Unary plus;JAVA;LOCAL;0.00;0.00%;0;53
InterfaceMethodClashesWithObject;Java/Abstraction issues;Interface method clashes with method in 'Object';JAVA;LOCAL;0.00;0.00%;0;53
SimplifiableAssertion;Java/Test frameworks;Simplifiable assertion;JAVA;LOCAL;0.00;0.00%;0;53
StatementWithEmptyBody;Java/Probable bugs;Statement with empty body;JAVA;LOCAL;0.00;0.00%;0;53
RedundantEscapeInRegexReplacement;Java/Verbose or redundant code constructs;Redundant escape in regex replacement string;JAVA;LOCAL;0.00;0.00%;0;53
ComparatorResultComparison;Java/Probable bugs;Suspicious usage of compare method;JAVA;LOCAL;0.00;0.00%;0;53
ListIndexOfReplaceableByContains;Java/Code style issues;'List.indexOf()' expression can be replaced with 'contains()';JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousToArrayCall;Java/Probable bugs;Suspicious 'Collection.toArray()' call;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousTernaryOperatorInVarargsCall;Java/Probable bugs;Suspicious ternary operator in varargs method call;JAVA;LOCAL;0.00;0.00%;0;53
AssignmentToCatchBlockParameter;Java/Assignment issues;Assignment to 'catch' block parameter;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousSystemArraycopy;Java/Probable bugs;Suspicious 'System.arraycopy()' call;JAVA;LOCAL;0.00;0.00%;0;53
StringBufferReplaceableByString;Java/Verbose or redundant code constructs;'StringBuilder' can be replaced with 'String';JAVA;LOCAL;0.00;0.00%;0;53
KotlinSealedInheritorsInJava;Kotlin/Java interop issues;Inheritance of Kotlin sealed interface/class from Java;JAVA;LOCAL;0.00;0.00%;0;53
SlowListContainsAll;Java/Performance;Call to 'list.containsAll(collection)' may have poor performance;JAVA;LOCAL;0.00;0.00%;0;53
Lombok;Java/Lombok;Lombok annotations;JAVA;LOCAL;0.00;0.00%;0;53
EndlessStream;Java/Probable bugs;Non-short-circuit operation consumes infinite stream;JAVA;LOCAL;0.00;0.00%;0;53
QodanaJavaSanity;General;Java sanity;JAVA;LOCAL;0.00;0.00%;7;53
DefaultNotLastCaseInSwitch;Java/Control flow issues;'default' not last case in 'switch';JAVA;LOCAL;0.00;0.00%;0;53
ArrayEquals;Java/Probable bugs;'equals()' called on array;JAVA;LOCAL;0.00;0.00%;0;53
RedundantCollectionOperation;Java/Verbose or redundant code constructs;Redundant 'Collection' operation;JAVA;LOCAL;0.00;0.00%;0;53
OnlyOneElementUsed;Java/Verbose or redundant code constructs;Only one element is used;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryToStringCall;Java/Code style issues;Unnecessary call to 'toString()';JAVA;LOCAL;0.00;0.00%;0;53
SynchronizeOnNonFinalField;Java/Threading issues;Synchronization on a non-final field;JAVA;LOCAL;0.00;0.00%;0;53
MissingAspectjAutoproxyInspection;Spring/Spring AOP;Missing aspectj-autoproxy;JAVA;LOCAL;0.00;0.00%;0;53
ArrayObjectsEquals;Java/Probable bugs;Use of shallow or 'Objects' methods with arrays;JAVA;LOCAL;0.00;0.00%;0;53
ThrowableNotThrown;Java/Probable bugs;'Throwable' not thrown;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousIndentAfterControlStatement;Java/Probable bugs;Suspicious indentation after control statement without braces;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousDateFormat;Java/Probable bugs;Suspicious date format pattern;JAVA;LOCAL;0.00;0.00%;0;53
LoopConditionNotUpdatedInsideLoop;Java/Control flow issues;Loop variable not updated inside loop;JAVA;LOCAL;0.00;0.00%;0;53
ForLoopReplaceableByWhile;Java/Control flow issues;'for' loop may be replaced by 'while' loop;JAVA;LOCAL;0.00;0.00%;0;53
NonSerializableClassWithSerialVersionUID;Java/Serialization issues;Non-serializable class with 'serialVersionUID';JAVA;LOCAL;0.00;0.00%;0;53
LocalVariableUsedAndDeclaredInDifferentSwitchBranches;Java/Control flow issues;Local variable used and declared in different 'switch' branches;JAVA;LOCAL;0.00;0.00%;0;53
EqualsDoesntCheckParameterClass;Java/Probable bugs;'equals()' method that does not check the class of its parameter;JAVA;LOCAL;0.00;0.00%;0;53
AssertBetweenInconvertibleTypes;JVM languages/Test frameworks;'assertEquals()' between objects of inconvertible types;UAST;LOCAL;0.00;0.00%;0;57
MappingBeforeCount;Java/Verbose or redundant code constructs;Mapping call before count();JAVA;LOCAL;0.00;0.00%;0;53
DeprecatedLombok;Java/Lombok;Deprecated Lombok annotations;JAVA;LOCAL;0.00;0.00%;0;53
TextLabelInSwitchStatement;Java/Probable bugs;Text label in 'switch' statement;JAVA;LOCAL;0.00;0.00%;0;53
JavaEmptyModuleInfoFile;Java/Visibility;Empty 'module-info.java' file;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryUnaryMinus;Java/Numeric issues;Unnecessary unary minus;JAVA;LOCAL;0.00;0.00%;0;53
ClassExplicitlyAnnotation;Java/Inheritance issues;Class extends annotation interface;JAVA;LOCAL;0.00;0.00%;0;53
AssignmentUsedAsCondition;Java/Assignment issues;Assignment used as condition;JAVA;LOCAL;0.00;0.00%;0;53
TypeParameterHidesVisibleType;Java/Visibility;Type parameter hides visible type;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryCallToStringValueOf;Java/Code style issues;Unnecessary conversion to 'String';JAVA;LOCAL;0.00;0.00%;0;53
MaskedAssertion;Java/Test frameworks;Assertion is suppressed by 'catch';JAVA;LOCAL;0.00;0.00%;0;53
ReflectionForUnavailableAnnotation;Java/Probable bugs;Reflective access to a source-only annotation;JAVA;LOCAL;0.00;0.00%;0;53
InstantiatingObjectToGetClassObject;Java/Performance;Instantiating object to get 'Class' object;JAVA;LOCAL;0.00;0.00%;0;53
ShiftOutOfRange;Java/Bitwise operation issues;Shift operation by inappropriate constant;JAVA;LOCAL;0.00;0.00%;0;53
MisorderedAssertEqualsArguments;Java/Test frameworks;Misordered 'assertEquals()' arguments;JAVA;LOCAL;0.00;0.00%;0;53
RedundantCompareCall;Java/Verbose or redundant code constructs;Redundant 'compare()' method call;JAVA;LOCAL;0.00;0.00%;0;53
CallToThreadRun;JVM languages;Call to 'Thread.run()';UAST;LOCAL;0.00;0.00%;0;57
JavaReflectionInvocation;Java/Reflective access;Reflective invocation arguments mismatch;JAVA;LOCAL;0.00;0.00%;0;53
CaughtExceptionImmediatelyRethrown;Java/Error handling;Caught exception is immediately rethrown;JAVA;LOCAL;0.00;0.00%;0;53
ArrayHashCode;Java/Probable bugs;'hashCode()' called on array;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryTemporaryOnConversionToString;Java/Performance;Unnecessary temporary object in conversion to 'String';JAVA;LOCAL;0.00;0.00%;0;53
ArraysAsListWithZeroOrOneArgument;Java/Performance;Call to 'Arrays.asList()' with too few arguments;JAVA;LOCAL;0.00;0.00%;0;53
JvmCoverageInspection;Code Coverage;Check Kotlin and Java source code coverage;UAST;GLOBAL_SIMPLE;0.00;0.00%;0;785
DuplicatedDataProviderNames;Java/TestNG;Duplicated data provider names;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryLabelOnBreakStatement;Java/Verbose or redundant code constructs;Unnecessary label on 'break' statement;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryLabelOnContinueStatement;Java/Verbose or redundant code constructs;Unnecessary label on 'continue' statement;JAVA;LOCAL;0.00;0.00%;0;53
RegExpRedundantClassElement;RegExp;Redundant '\d', '[:digit:]', or '\D' class elements;RegExp;LOCAL;0.00;0.00%;0;6
SpringDataPageableParameterMissing;Spring/Spring Data;Query-returning Page must have a Pageable parameter.;UAST;LOCAL;0.00;0.00%;0;57
RegExpSimplifiable;RegExp;Regular expression can be simplified;RegExp;LOCAL;0.00;0.00%;0;6
EmptySynchronizedStatement;Java/Threading issues;Empty 'synchronized' statement;JAVA;LOCAL;0.00;0.00%;0;53
WhileCanBeDoWhile;Java/Control flow issues;'while' can be replaced with 'do while';JAVA;LOCAL;0.00;0.00%;0;53
ThrowFromFinallyBlock;Java/Error handling;'throw' inside 'finally' block;JAVA;LOCAL;0.00;0.00%;0;53
RegExpEmptyAlternationBranch;RegExp;Empty branch in alternation;RegExp;LOCAL;0.00;0.00%;0;6
SlowAbstractSetRemoveAll;Java/Performance;Call to 'set.removeAll(list)' may work slowly;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousRegexArgument;Java/Probable bugs;Suspicious regex expression argument;JAVA;LOCAL;0.00;0.00%;0;53
LongLiteralEndingWithLowercaseL;Java/Numeric issues;'long' literal ending with 'l' instead of 'L';JAVA;LOCAL;0.00;0.00%;0;53
LoopStatementThatDoesntLoop;Java/Control flow issues;Loop statement that does not loop;JAVA;LOCAL;0.00;0.00%;0;53
SpringDataJdbcEntityInSeveralAggregatesInspection;Spring/Spring Data;Spring Data JDBC aggregate roots;UAST;LOCAL;0.00;0.00%;0;57
CloneDoesntDeclareCloneNotSupportedException;Java/Cloning issues;'clone()' does not declare 'CloneNotSupportedException';JAVA;LOCAL;0.00;0.00%;0;53
OverflowingLoopIndex;Java/Probable bugs;Loop executes zero or billions of times;JAVA;LOCAL;0.00;0.00%;0;53
InnerClassMayBeStatic;Java/Memory;Inner class may be 'static';JAVA;LOCAL;0.00;0.00%;0;53
EmptyClassInitializer;Java/Declaration redundancy;Empty class initializer;JAVA;LOCAL;0.00;0.00%;0;53
CachedNumberConstructorCall;Java/Numeric issues;Number constructor call with primitive argument;JAVA;LOCAL;0.00;0.00%;0;53
RegExpUnnecessaryNonCapturingGroup;RegExp;Unnecessary non-capturing group;RegExp;LOCAL;0.00;0.00%;0;6
BigDecimalMethodWithoutRoundingCalled;Java/Numeric issues;Call to 'BigDecimal' method without a rounding mode argument;JAVA;LOCAL;0.00;0.00%;0;53
PointlessArithmeticExpression;Java/Numeric issues;Pointless arithmetic expression;JAVA;LOCAL;0.00;0.00%;0;53
EmptyFinallyBlock;Java/Error handling;Empty 'finally' block;JAVA;LOCAL;0.00;0.00%;0;53
FinalMethodInFinalClass;Java/Declaration redundancy;'final' method in 'final' class;JAVA;LOCAL;0.00;0.00%;0;53
FinalPrivateMethod;Java/Class structure;'private' method declared 'final';JAVA;LOCAL;0.00;0.00%;0;53
ContinueOrBreakFromFinallyBlock;Java/Error handling;'continue' or 'break' inside 'finally' block;JAVA;LOCAL;0.00;0.00%;0;53
FinalStaticMethod;Java/Class structure;'static' method declared 'final';JAVA;LOCAL;0.00;0.00%;0;53
RegExpRedundantNestedCharacterClass;RegExp;Redundant nested character class;RegExp;LOCAL;0.00;0.00%;0;6
ExplicitArrayFilling;Java/Verbose or redundant code constructs;Explicit array filling;JAVA;LOCAL;0.00;0.00%;0;53
ListRemoveInLoop;Java/Performance;'List.remove()' called in loop;JAVA;LOCAL;0.00;0.00%;0;53
RedundantExplicitClose;Java/Declaration redundancy;Redundant 'close()';JAVA;LOCAL;0.00;0.00%;0;53
SpringDataJdbcMappedCollectionKeyColumnInspection;Spring/Spring Data;Spring Data JDBC mapped collection key column;UAST;LOCAL;0.00;0.00%;0;57
StringEqualsCharSequence;Java/Probable bugs;'String.equals()' called with 'CharSequence' argument;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessarySemicolon;Java/Code style issues;Unnecessary semicolon;JAVA;LOCAL;0.00;0.00%;0;53
ThreadLocalSetWithNull;Java/Threading issues;'ThreadLocal.set()' with null as an argument;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousArrayMethodCall;Java/Probable bugs;Suspicious 'Arrays' method call;JAVA;LOCAL;0.00;0.00%;0;53
BusyWait;Java/Threading issues;Busy wait;JAVA;LOCAL;0.00;0.00%;0;53
RedundantFileCreation;Java/Verbose or redundant code constructs;Redundant 'File' instance creation;JAVA;LOCAL;0.00;0.00%;0;53
MethodNameSameAsClassName;Java/Naming conventions/Method;Method name same as class name;JAVA;LOCAL;0.00;0.00%;0;53
PrimitiveArrayArgumentToVarargsMethod;Java/Probable bugs;Confusing primitive array argument to varargs method;JAVA;LOCAL;0.00;0.00%;0;53
SuspiciousIntegerDivAssignment;Java/Probable bugs;Suspicious integer division assignment;JAVA;LOCAL;0.00;0.00%;0;53
EmptyTryBlock;Java/Error handling;Empty 'try' block;JAVA;LOCAL;0.00;0.00%;0;53
OptionalOfNullableMisuse;Java/Probable bugs;Use of Optional.ofNullable with null or non-null argument;JAVA;LOCAL;0.00;0.00%;0;53
AssertWithSideEffects;Java/Probable bugs;'assert' statement with side effects;JAVA;LOCAL;0.00;0.00%;0;53
SimplifiableConditionalExpression;Java/Control flow issues;Simplifiable conditional expression;JAVA;LOCAL;0.00;0.00%;0;53
ThrowableSupplierOnlyThrowException;Java/Error handling;Throwable supplier never returns a value;JAVA;LOCAL;0.00;0.00%;0;53
RedundantStreamOptionalCall;Java/Verbose or redundant code constructs;Redundant step in 'Stream' or 'Optional' call chain;JAVA;LOCAL;0.00;0.00%;0;53
UnnecessaryReturnStatement;Java/Verbose or redundant code constructs;Unnecessary 'return' statement;JAVA;LOCAL;0.00;0.00%;0;53
RedundantStringFormatCall;Java/Performance;Redundant call to 'String.format()';JAVA;LOCAL;0.00;0.00%;1;53
PointlessNullCheck;Java/Control flow issues;Unnecessary 'null' check before method call;JAVA;LOCAL;0.00;0.00%;0;53
RedundantComparatorComparing;Java/Verbose or redundant code constructs;Comparator method can be simplified;JAVA;LOCAL;0.00;0.00%;0;53
SwitchStatementWithTooFewBranches;Java/Control flow issues;Minimum 'switch' branches;JAVA;LOCAL;0.00;0.00%;0;53
RegExpRepeatedSpace;RegExp;Consecutive spaces;RegExp;LOCAL;0.00;0.00%;0;6
RegExpDuplicateAlternationBranch;RegExp;Duplicate branch in alternation;RegExp;LOCAL;0.00;0.00%;0;6
StringEqualsEmptyString;Java/Performance;'String.equals()' can be replaced with 'String.isEmpty()';JAVA;LOCAL;0.00;0.00%;0;53
IncorrectDateTimeFormat;Java/Probable bugs;Incorrect 'DateTimeFormat' pattern;JAVA;LOCAL;0.00;0.00%;0;53
MalformedDataProvider;Java/TestNG;Data provider problems;JAVA;LOCAL;0.00;0.00%;0;53
OctalInteger;Java/Numeric issues;Octal integer;JAVA;LOCAL;0.00;0.00%;0;53
CopyConstructorMissesField;Java/Probable bugs;Copy constructor misses field;JAVA;LOCAL;0.00;0.00%;0;53
CastCanBeRemovedNarrowingVariableType;Java/Verbose or redundant code constructs;Too weak variable type leads to unnecessary cast;JAVA;LOCAL;0.00;0.00%;0;53
